,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
8169,5,1,4,1,3,1,5,2,5,3,2,4,5,0,1,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,1.0,4.0,2.0,5.0,5.0
8170,4,2,4,2,4,1,3,1,4,4,1,4,1,5,1,4.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0
8171,4,1,4,3,5,1,4,3,3,2,3,3,5,4,3,4.0,5.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0
8172,3,5,2,5,1,2,1,1,1,5,2,2,4,3,3,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0
8173,4,1,4,2,4,2,2,2,5,4,4,4,5,2,2,3.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0
8174,4,2,4,2,4,2,4,2,4,3,3,3,3,3,2,1.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,5.0,2.0,5.0,1.0,3.0,4.0,3.0,5.0
8175,1,5,3,5,2,2,1,4,2,5,4,4,4,2,2,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0
8176,1,5,1,5,1,3,1,5,1,5,1,1,1,5,5,5.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0
8177,3,2,4,4,2,3,2,3,4,3,4,2,4,3,2,2.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0
8178,3,2,2,4,2,4,2,4,3,5,5,3,3,3,2,4.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0
8179,1,3,2,4,4,4,1,4,1,5,4,2,5,4,3,2.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0
8180,1,5,3,3,3,3,3,3,3,3,5,3,5,5,4,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
8181,2,3,3,3,3,2,2,4,2,4,5,1,5,1,3,5.0,3.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0
8182,4,2,4,2,5,2,5,3,2,2,2,3,5,4,4,2.0,3.0,2.0,3.0,2.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0
8183,4,2,5,1,4,2,4,3,3,2,3,3,4,2,2,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0
8184,3,3,3,3,3,4,2,4,3,4,4,3,4,3,4,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
8185,2,3,3,3,3,4,2,3,3,5,3,4,4,3,3,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0
8186,1,2,2,5,2,3,2,5,1,5,0,5,5,4,1,4.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
8187,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
8188,1,5,3,3,4,4,1,5,3,5,1,4,1,5,1,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,4.0,1.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,5.0,4.0
8189,4,3,4,2,4,3,4,2,4,3,4,3,5,1,3,5.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,5.0,3.0
8190,4,1,4,2,4,1,4,2,3,4,4,4,4,3,4,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0
8191,3,3,3,3,3,1,1,1,1,3,3,3,3,1,1,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0
8192,2,4,3,4,3,2,2,5,1,4,3,3,3,2,2,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0
8193,4,1,4,2,4,2,2,3,3,3,4,2,5,1,3,3.0,2.0,3.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0
8194,2,3,2,3,4,2,2,4,3,4,2,5,4,3,2,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0
8195,2,3,4,4,4,3,3,3,4,3,2,3,4,3,4,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0
8196,5,1,5,3,5,1,5,3,5,2,4,4,5,3,3,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
8197,2,3,2,4,3,3,4,3,4,5,4,1,5,3,3,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0
8198,5,1,5,1,5,1,5,1,5,1,5,3,5,1,5,1.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0
8199,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
8200,3,3,4,3,3,3,3,2,5,5,5,2,5,3,5,4.0,5.0,4.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,5.0,5.0
8201,4,3,2,4,4,0,3,4,3,4,4,0,5,3,4,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0
8202,1,5,3,5,3,5,4,5,3,5,5,3,5,2,3,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0
8203,3,3,4,3,4,3,2,3,4,3,3,3,5,5,5,5.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0
8204,3,4,4,3,2,2,3,4,3,3,3,3,4,2,2,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0
8205,2,4,3,3,2,4,1,2,2,5,2,4,3,4,1,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0
8206,1,4,3,4,3,3,2,4,1,5,3,2,4,3,2,2.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0
8207,3,3,4,3,3,4,3,4,3,4,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0
8208,1,3,4,3,4,1,2,3,2,4,4,2,5,1,1,3.0,4.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,5.0
8209,3,2,3,4,4,3,2,4,3,4,4,2,5,2,3,2.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,5.0,4.0
8210,1,4,3,5,4,4,2,5,2,5,5,2,5,1,5,5.0,4.0,2.0,3.0,5.0,1.0,3.0,1.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0
8211,5,1,5,1,5,1,5,1,5,1,1,5,3,3,5,5.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0
8212,1,3,3,3,3,3,1,1,3,1,1,3,0,1,5,3.0,5.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0
8213,2,4,3,3,3,4,4,3,4,4,3,4,4,3,4,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0
8214,5,1,3,3,5,2,3,3,5,3,3,3,5,3,3,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0
8215,4,2,4,2,4,3,3,3,4,4,4,4,3,3,2,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0
8216,2,4,3,4,2,4,1,5,1,5,5,2,5,1,5,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0
8217,5,1,5,1,5,2,4,3,4,4,1,5,2,3,1,3.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0
8218,5,1,5,2,5,1,5,3,4,1,1,3,3,2,2,5.0,4.0,3.0,4.0,3.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,1.0,3.0,1.0,5.0,5.0
8219,3,2,2,3,1,4,3,5,4,5,5,3,4,1,4,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0
8220,3,2,4,2,5,2,5,3,3,2,3,3,4,4,2,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0
8221,3,3,3,4,4,1,3,4,2,5,4,3,4,1,1,2.0,5.0,2.0,3.0,4.0,1.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
8222,1,5,3,5,1,3,1,5,1,5,5,1,5,3,4,5.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0
8223,1,3,3,3,5,3,1,3,5,3,5,5,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0
8224,3,3,5,3,4,3,4,5,4,3,2,4,4,1,2,4.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0
8225,1,4,3,4,4,3,1,4,3,5,4,4,5,3,4,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
8226,3,2,3,4,2,4,4,3,3,5,4,2,5,2,3,2.0,2.0,4.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0
8227,3,3,2,4,3,2,3,3,3,4,2,3,5,2,2,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0
8228,2,4,3,3,1,2,2,2,5,5,1,5,2,4,2,4.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0
8229,3,1,4,2,5,1,4,4,5,3,4,3,5,3,3,2.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0
8230,3,3,2,2,3,2,2,4,4,3,5,1,5,1,4,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0
8231,4,1,5,2,3,2,5,3,5,2,3,5,3,3,3,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,5.0
8232,5,3,4,1,2,4,2,3,2,4,2,3,2,2,5,3.0,5.0,2.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,5.0,4.0
8233,3,2,4,4,5,2,5,5,4,1,0,5,4,5,5,1.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
8234,3,2,4,3,3,2,3,4,3,5,5,3,4,3,4,4.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0
8235,4,3,3,2,4,2,3,2,4,5,4,3,4,1,3,3.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0
8236,2,2,3,3,3,2,4,5,1,5,3,2,5,1,5,2.0,5.0,5.0,3.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0
8237,3,1,5,3,5,1,4,3,3,2,4,3,4,3,3,3.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0
8238,3,4,4,3,5,2,5,4,4,2,4,2,4,2,4,3.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0
8239,5,3,4,3,4,3,2,2,3,3,3,4,4,3,4,0.0,5.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0
8240,2,3,3,3,3,3,1,2,4,5,4,3,4,3,4,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,1.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0
8241,3,3,4,3,4,3,5,3,3,3,2,4,4,3,3,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0
8242,4,1,5,2,5,1,5,2,3,1,3,5,3,1,2,2.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,3.0,1.0,4.0,3.0,5.0,4.0
8243,4,2,5,2,4,1,4,5,2,4,4,4,5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0
8244,2,3,2,3,3,3,1,4,1,5,4,4,4,3,4,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0
8245,3,4,3,4,0,1,2,4,2,4,5,2,5,2,4,5.0,5.0,4.0,4.0,4.0,0.0,5.0,0.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,0.0,3.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,4.0
8246,2,4,3,2,5,5,3,2,5,3,5,1,5,2,3,4.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,5.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
8247,3,4,3,4,4,3,3,3,3,3,4,4,5,3,5,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,1.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,5.0,3.0
